id,tipo,titulo,diretor,elenco,pais,adicionado_em,ano_lancamento,classificacao,genero,data_lancamento,duracao_em_min,temporadas,estacao
s6800,Movie,Freeway: Crack in the System,Marc Levin,Não Informado,"NI, US",2017-12-15,2015,16,Documentaries,2014-10-24,103.0,,Primavera
s6801,Movie,Freezer's Campaign,Sameh Abdel Aziz,"Hesham Maged, Shiko, Bayoumi Fouad, Dareen Haddad, Ahmed Fathy",EG,2019-06-06,2016,18,"Comedies, International Movies",2016-09-10,116.0,,Primavera
s6802,Movie,French Dirty,Jesse Allain-Marcus,"Wade Allain-Marcus, Arjun Gupta, Melina Lizette, Elsa Biedermann, Katie Blake",US,2016-02-04,2015,18,"Dramas, Independent Movies",2015-06-17,72.0,,Inverno
s6803,Movie,Freshman Year,Jude Okwudiafor Johnson,"Diallo Thompson, Gregory Alan Williams, Benjamin Ochieng, Natalia Dominguez, Desalene Jones",US,2020-03-03,2019,10,"Dramas, Faith & Spirituality",2019-05-03,104.0,,Outono
s6804,TV Show,Friday Night Tykes,Não Informado,Não Informado,US,,2017,10,"Docuseries, Reality TV",2014-01-14,,4.0,Verão
s6805,Movie,Friday the 13th,Marcus Nispel,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo",US,2020-01-01,2009,16,Horror Movies,2009-02-11,97.0,,Verão
s6806,Movie,Friend Request,Simon Verhoeven,"Alycia Debnam-Carey, Connor Paolo, William Moseley, Brit Morgan, Brooke Markham","DE, ZA",2018-04-18,2016,16,"Horror Movies, International Movies",2016-01-07,92.0,,Verão
s6807,TV Show,Friends,Não Informado,Não Informado,Não Informado,,2003,14,"Classic & Cult TV, TV Comedies",,,10.0,Não informado
s6808,Movie,From Japan to Egypt,Mahmoud Karim,"Ahmed Eid, Nada Moussa, Mohamed Tharwat, Hesham Ismail, Eman Al Sayyed",EG,2019-06-06,2017,14,"Children & Family Movies, Comedies, Dramas",2017-01-18,93.0,,Verão
s6809,Movie,From Paris with Love,Pierre Morel,"John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden, Bing Yin","GB, FR",2020-09-08,2010,16,"Action & Adventure, International Movies",2010-02-04,93.0,,Verão
s6810,Movie,Froning: The Fittest Man in History,Heber Cannon,"Rich Froning Jr, Heber Cannon, Jason Khalipa, Dan Bailey, Darren Hunsucker",US,2018-07-15,2016,10,"Documentaries, International Movies, Sports Movies",2015-10-01,99.0,,Primavera
s6811,TV Show,Frozen Planet,Não Informado,David Attenborough,GB,2016-01-28,2011,10,"British TV Shows, Docuseries, International TV Shows",2011-10-26,,1.0,Primavera
s6812,Movie,Frozen Planet: On Thin Ice,Não Informado,Não Informado,Não Informado,2016-01-28,2011,10,Movies,,47.0,,Não informado
s6813,Movie,Frozen Planet: The Epic Journey,Não Informado,Não Informado,Não Informado,2016-01-28,2011,10,Movies,,52.0,,Não informado
s6814,Movie,Frozen River,Courtney Hunt,"Melissa Leo, Misty Upham, Charlie McDermott, John Canoe, Jay Klaitz",US,2019-07-01,2008,16,"Dramas, Independent Movies",2008-03-26,97.0,,Outono
s6815,Movie,Full Out,Sean Cisterna,"Ana Golja, Jennifer Beals, Asha Bromfield, Trevor Tordjman, Jake Epstein",CA,2016-09-01,2015,10,"Children & Family Movies, Dramas, Sports Movies",2015-09-11,88.0,,Primavera
s6816,Movie,Functional Fitness,Bob Rose,"James Ray Hart, Anníe Mist Þórisdóttir, Jennifer Nicole Lee, Ronnie Coleman",Não Informado,2018-01-01,2016,18,Documentaries,2016-12-01,106.0,,Verão
s6817,Movie,Furie,Olivier Abbou,"Adama Niane, Stéphane Caillard, Paul Hamy, Eddy Leduc, Hubert Delattre","BE, FR",2019-09-25,2019,18,"Action & Adventure, Dramas, International Movies",2019-11-06,97.0,,Primavera
s6818,Movie,Furthest Witness,Adam Del Giudice,"Sean Patrick Flanery, Aaron Stanford, Teri Reeves, Steven Michael Quezada, Travis Hammer",US,2019-04-24,2017,18,"Dramas, Thrillers",2018-09-18,88.0,,Primavera
s6819,Movie,G-Force,Hoyt Yeatman,"Sam Rockwell, Jon Favreau, Tracy Morgan, Penélope Cruz, Nicolas Cage",US,2019-03-15,2009,10,"Children & Family Movies, Comedies",2009-07-24,88.0,,Inverno
s6820,Movie,Gabriel and the Mountain,Fellipe Barbosa,"João Pedro Zappa, Caroline Abras, Rashidi Athuman, Luke Mpata, Alex Alembe","BR, FR",2018-11-09,2017,18,"Dramas, Independent Movies, International Movies",2017-08-30,132.0,,Inverno
s6821,TV Show,Gabru: Hip Hop Revolution,Não Informado,"Pratik Dixit, Rishi Hapawat, Shashank Qazi, Amol Parashar, Harleen Sethi",IN,2018-06-01,2018,14,"International TV Shows, TV Dramas",2018-06-01,,1.0,Inverno
s6822,Movie,Gagarin: First in Space,Pavel Parkhomenko,"Yaroslav Zhalnin, Mikhail Filippov, Vladimir Steklov, Olga Ivanova, Sergei Laktuynkin",Russia,2017-09-15,2013,14,"Dramas, International Movies",2013-06-05,108.0,,Inverno
s6823,TV Show,Galavant,Não Informado,"Joshua Sasse, Timothy Omundson, Vinnie Jones, Mallory Jansen, Karen David",US,,2016,10,"TV Action & Adventure, TV Comedies",2015-01-04,,2.0,Verão
s6824,Movie,Galih dan Ratna,Lucky Kuswandi,"Refal Hady, Sheryl Sheinafia, Marissa Anita, Hengky Tornando, Ayu Dyah Pasha",ID,2018-09-15,2017,10,"Dramas, International Movies, Romantic Movies",2017-03-09,111.0,,Outono
s6825,TV Show,Game Winning Hit,Não Informado,"Lego Lee, Afalean Lu, Ko Chia-Yen, Tsai Chen-Nan, Chuan Wang",TW,2016-09-01,2009,18,"International TV Shows, TV Comedies, TV Dramas",2009-03-20,,1.0,Outono
s6826,TV Show,Gangs of Hassepur,Não Informado,Não Informado,Não Informado,2017-04-15,2014,10,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies",,,1.0,Não informado
s6827,Movie,Gangs of New York,Martin Scorsese,"Leonardo DiCaprio, Daniel Day-Lewis, Cameron Diaz, Jim Broadbent, John C. Reilly","US, IT",2019-08-20,2002,16,Dramas,2002-12-14,167.0,,Verão
s6828,TV Show,Gargantia on the Verdurous Planet,Não Informado,"Hisako Kanemoto, Kaito Ishikawa, Ai Kayano, Hideaki Tezuka, Kana Asumi",JP,2016-12-01,2013,,"Anime Series, International TV Shows",2013-04-07,,1.0,Outono
s6829,Movie,Garuda Di Dadaku,Ifa Isfansyah,"Emir Mahira, Ikranagara, Maudy Koesnaedi, Ari Sihasale, Marsha Aruan",ID,2018-10-09,2009,10,"Children & Family Movies, Dramas, Sports Movies",2009-06-18,96.0,,Inverno
s6830,Movie,Garuda in My Heart 2,Rudi Soedjarwo,"Rio Dewanto, Rendy Khrisna, Maudy Koesnaedi, Emir Mahira, Aldo Tansani",ID,2018-11-30,2011,10,"Children & Family Movies, Dramas, Sports Movies",2011-12-15,95.0,,Verão
s6831,Movie,Gehenna: Where Death Lives,Hiroshi Katagiri,"Doug Jones, Eva Swan, Lance Henriksen, Patrick Gorman, Simon Phillips",Não Informado,2018-12-10,2016,18,"Horror Movies, Thrillers",2016-10-06,107.0,,Primavera
s6832,Movie,Gelo,Manbhavan Singh,"Jaspinder Cheema, Gurjit Singh, Dilavar Sidhu",IN,2017-12-15,2016,18,"Dramas, International Movies",2016-08-05,118.0,,Inverno
s6833,Movie,Gemini,Aaron Katz,"Lola Kirke, Zoë Kravitz, John Cho, Greta Lee, Michelle Forbes",US,2018-07-01,2018,10,Dramas,2017-06-14,130.0,,Inverno
s6834,Movie,Gender Revolution: A Journey with Katie Couric,Katie Couric,"Katie Couric, Hari Nef, Gavin Grimm, Sarah McBride",US,2018-02-01,2017,10,"Documentaries, LGBTQ Movies",2017-02-06,90.0,,Verão
s6835,TV Show,Genius of the Ancient World,Não Informado,Bettany Hughes,GB,2017-08-01,2015,10,"British TV Shows, Docuseries, International TV Shows",2015-08-05,,1.0,Inverno
s6836,TV Show,Genius of the Modern World,Não Informado,Bettany Hughes,GB,2017-08-01,2016,10,"British TV Shows, Docuseries, International TV Shows",2016-06-16,,1.0,Inverno
s6837,TV Show,Gentlemen and Gangsters,Não Informado,"David Dencik, David Fukamachi Regnfors, Ruth Vega Fernandez, Sverrir Gudnason",SE,2016-06-01,2016,18,"Crime TV Shows, International TV Shows, Romantic TV Shows",2016-01-01,,1.0,Verão
s6838,Movie,George of the Jungle 2,David Grossman,"Christopher Showerman, Julie Benz, Angus T. Jones, Thomas Haden Church, Christina Pickles",US,2016-12-20,2003,10,"Children & Family Movies, Comedies",2003-08-18,87.0,,Inverno
s6839,TV Show,Geronimo Stilton,Não Informado,"Monica Bonetto, Patrizio Prata, Debora Magnaghi, Riccardo Peroni, Emanuela Pacotto",IT,2017-12-31,2011,Livre,"Kids' TV, TV Comedies",2009-09-15,,1.0,Primavera
s6840,Movie,Get Him to the Greek,Nicholas Stoller,"Jonah Hill, Russell Brand, Rose Byrne, Elisabeth Moss, Tyler McKinney",US,2020-01-16,2010,16,"Comedies, Music & Musicals",2010-06-03,109.0,,Inverno
s6841,Movie,Get Santa,Christopher Smith,"Jim Broadbent, Rafe Spall, Warwick Davis, Jodie Whittaker, Stephen Graham","GB, PL",2014-12-12,2014,10,"Children & Family Movies, Comedies",2014-12-05,103.0,,Verão
s6842,TV Show,Get Shorty,Não Informado,"Chris O'Dowd, Ray Romano, Sean Bridgers, Lidia Porto, Goya Robles",US,2018-11-01,2017,18,"Crime TV Shows, TV Comedies, TV Dramas",2017-08-13,,1.0,Inverno
s6843,Movie,Get Smart,Peter Segal,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terence Stamp",US,2019-04-01,2008,12,"Action & Adventure, Comedies",2008-06-19,110.0,,Inverno
s6844,Movie,Getting Played,David Silberg,"Vivica A. Fox, Bill Bellamy, Carmen Electra, Stacey Dash, Kathy Najimy",US,2019-11-01,2005,12,"Comedies, Romantic Movies",2005-12-10,85.0,,Verão
s6845,Movie,Ghayal,Rajkumar Santoshi,"Sunny Deol, Meenakshi Sheshadri, Amrish Puri, Raj Babbar, Moushumi Chatterjee",IN,2019-12-31,1990,14,"Action & Adventure, Dramas, International Movies",1990-06-22,163.0,,Inverno
s6846,Movie,Ghost House,Rich Ragsdale,"Scout Taylor-Compton, James Landry Hébert, Mark Boone Junior, Michael S. New, Elana Krausz","US, TH",2017-12-31,2017,18,Horror Movies,2017-07-21,100.0,,Inverno
s6847,Movie,Ghost Pain,Masahiko Murata,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Kazuya Nakai, Shunsuke Sakuya",JP,2019-02-24,2013,18,"Action & Adventure, Anime Features, International Movies",2013-06-22,58.0,,Inverno
s6848,Movie,Ghost Rider,Mark Steven Johnson,"Nicolas Cage, Eva Mendes, Sam Elliott, Wes Bentley, Peter Fonda",US,2020-10-01,2007,12,"Action & Adventure, Sci-Fi & Fantasy",2007-01-15,110.0,,Verão
s6849,Movie,Ghost Tears,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Kazuya Nakai, Tomoyuki Dan",JP,2019-02-24,2014,18,"Action & Adventure, Anime Features, International Movies",2014-06-28,58.0,,Inverno
s6850,TV Show,Ghost Town Gold,Não Informado,"Brit Eaton, Scott Glaves",Não Informado,2019-10-02,2012,14,Reality TV,2012-11-15,,1.0,Primavera
s6851,Movie,Ghost Whispers,Kazuchika Kise,"Maaya Sakamoto, Ikkyu Juku, Kenichirou Matsuda, Tomoyuki Dan, Takuro Nakakuni",JP,2019-02-24,2013,14,"Action & Adventure, Anime Features, International Movies",2013-11-29,56.0,,Primavera
s6852,Movie,Ghulam-E-Musthafa,Partho Ghosh,"Nana Patekar, Raveena Tandon, Paresh Rawal, Aruna Irani, Mohan Joshi",IN,2019-12-31,1997,18,"Action & Adventure, Dramas, International Movies",1997-01-01,161.0,,Verão
s6853,Movie,Gie,Riri Riza,"Nicholas Saputra, Sita Nursanti, Wulan Guritno, Thomas Nawilis, Robby Tumewu",ID,2018-09-15,2005,14,"Dramas, International Movies",2005-07-13,141.0,,Inverno
s6854,Movie,Gigi,Vincente Minnelli,"Leslie Caron, Maurice Chevalier, Louis Jourdan, Hermione Gingold, Eva Gabor",US,2019-11-01,1958,Livre,"Classic Movies, Comedies, Music & Musicals",1958-05-15,115.0,,Outono
s6855,Movie,Ginger & Rosa,Sally Potter,"Elle Fanning, Alice Englert, Christina Hendricks, Alessandro Nivola, Timothy Spall","CA, DK, DE, GB",2018-07-15,2012,12,"Dramas, Independent Movies",2012-10-18,90.0,,Primavera
s6856,Movie,"Girl, Boy, Bakla, Tomboy",Wenn V. Deramas,"Vice Ganda, Maricel Soriano, Ejay Falcon, Joey Marquez, JC de Vera",PH,2019-02-27,2013,14,"Comedies, International Movies",2013-12-25,103.0,,Verão
s6857,Movie,GLOW: The Story of the Gorgeous Ladies of Wrestling,Brett Whitcomb,"Emily Dole, Dee Booher, Angelina Altishin, Jeanne Basone, Lisa Moretti",US,2017-03-31,2012,Não Classificado,"Documentaries, Sports Movies",2012-08-21,77.0,,Inverno
s6858,TV Show,Glowing Embers,Não Informado,Não Informado,Não Informado,2017-08-14,2010,14,"International TV Shows, TV Dramas",,,1.0,Não informado
s6859,Movie,God Bless the Broken Road,Harold Cronk,"Lindsay Pulsipher, Jordin Sparks, Andrew W. Walker, LaDainian Tomlinson, Robin Givens",US,2019-02-09,2018,10,"Children & Family Movies, Dramas, Faith & Spirituality",2018-09-07,111.0,,Primavera
s6860,Movie,God Knows Where I Am,Jedd Wider,"Lori Singer, Paul Appelbaum, Joan Bishop, Kevin Carbone, Wayne DiGeronimo",US,2018-10-22,2016,10,Documentaries,2016-04-07,103.0,,Outono
s6861,Movie,God of War,Gordon Chan,"Vincent Zhao Wenzhuo, Sammo Hung Kam-Bo, Wan Qian, Yasuaki Kurata, Wu Yue","CN, HK",2017-12-16,2017,Não Classificado,"Action & Adventure, International Movies",2017-05-27,129.0,,Outono
s6862,Movie,God's Not Dead,Harold Cronk,"Kevin Sorbo, Shane Harper, David A.R. White, Dean Cain, Cassidy Gifford",US,2020-04-01,2014,10,"Dramas, Faith & Spirituality",2014-03-21,113.0,,Outono
s6863,Movie,God's Not Dead: A Light in Darkness,Michael Mason,"David A.R. White, John Corbett, Jennifer Bini Taylor, Benjamin Ochieng, Tatum O'Neal",US,2018-12-04,2018,10,"Dramas, Faith & Spirituality",2018-03-30,106.0,,Outono
s6864,Movie,God's Own Country,Francis Lee,"Josh O'Connor, Alec Secăreanu, Gemma Jones, Ian Hart, Harry Lister Smith",GB,2018-05-01,2017,18,"Dramas, Independent Movies, International Movies",2017-08-31,105.0,,Inverno
s6865,Movie,Gol Maal,Hrishikesh Mukherjee,"Amol Palekar, Utpal Dutt, Bindiya Goswami, Dina Pathak, Deven Verma",IN,2019-12-31,1979,10,"Classic Movies, Comedies, International Movies",1979-04-19,137.0,,Outono
s6866,Movie,Golden Time,Não Informado,"Sheena Ringo, Seiji Kameda, Toshiki Hata, Ukigumo, Ichiyo Izawa",Não Informado,2017-11-01,2013,Livre,"International Movies, Sci-Fi & Fantasy",2013-02-27,22.0,,Verão
s6867,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker",GB,2019-12-31,1995,12,Action & Adventure,1995-11-16,130.0,,Primavera
s6868,Movie,Goldie,Sam de Jong,"Slick Woods, George Sample III, Danny Hoch, Khris Davis, Marsha Stephanie Blake",US,2020-06-22,2019,18,Dramas,2020-01-16,89.0,,Verão
s6869,TV Show,Goldie & Bear,Não Informado,"Natalie Lander, Georgie Kidder",US,,2017,Livre,Kids' TV,2015-09-12,,2.0,Primavera
s6870,Movie,Goldstone,Ivan Sen,"Alex Russell, Aaron Pedersen, Jacki Weaver, Kate Beahan, David Wenham",AU,2018-12-10,2016,16,Thrillers,2016-07-07,110.0,,Inverno
s6871,Movie,Golmaal: Fun Unlimited,Rohit Shetty,"Ajay Devgn, Arshad Warsi, Sharman Joshi, Tusshar Kapoor, Paresh Rawal",IN,2019-12-31,2006,14,"Comedies, International Movies",2006-07-14,148.0,,Inverno
s6872,TV Show,Gomorrah,Não Informado,"Salvatore Esposito, Marco D'Amore, Ivana Lotito, Arturo Muselli, Mimmo Borrelli",IT,,2016,18,"Crime TV Shows, International TV Shows, TV Dramas",2014-05-06,,2.0,Outono
s6873,Movie,Gone are the Days,Mark Landre Gould,"Lance Henriksen, Tom Berenger, Danny Trejo, Lulu Wilson, Jamie McShane",US,2019-01-01,2018,16,Independent Movies,2018-03-16,100.0,,Outono
s6874,TV Show,Gonul,Não Informado,"Gökçe Bahadır, Engin Öztürk, Onur Saylak, Selen Öztürk, Turgay Kantürk",TR,2017-07-12,2015,14,"International TV Shows, TV Dramas, TV Thrillers",2015-10-11,,1.0,Primavera
s6875,Movie,Good Kids,Max Kaplan,"Sam Sauer, Cole Hamel, Cleo Bowling, Stone Taul, Darren Brown",US,2017-01-19,2016,16,"Comedies, Independent Movies",2018-09-18,90.0,,Primavera
s6876,Movie,Good Kill,Andrew Niccol,"Ethan Hawke, January Jones, Zoë Kravitz, Jake Abel, Bruce Greenwood",US,2017-04-02,2014,16,Dramas,2015-04-09,103.0,,Outono
s6877,Movie,Good Kisser,Wendy Jo Carlton,"Rachel Paulson, Kari Alison Hodge, Julia Eringer, Courtney McCullough",Não Informado,2020-08-20,2019,18,"Comedies, Dramas, Independent Movies",2019-05-25,75.0,,Outono
s6878,Movie,Good Luck,Tarek Abdel Moaty,"Ahmed Eid, Mai Kassab",EG,2019-06-21,2012,18,"Dramas, International Movies",2012-03-21,99.0,,Outono
s6879,Movie,"Good Night, and Good Luck",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr.","FR, JP, GB, US",2019-06-02,2005,10,Dramas,2005-09-16,93.0,,Primavera
s6880,Movie,Good People,Henrik Ruben Genz,"James Franco, Kate Hudson, Anna Friel, Omar Sy, Tom Wilkinson","DK, SE, GB, US",2017-09-08,2014,16,"Action & Adventure, Thrillers",2014-08-12,90.0,,Inverno
s6881,Movie,GoodFellas,Martin Scorsese,"Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino",US,2021-01-01,1990,16,"Classic Movies, Dramas",1990-09-12,145.0,,Primavera
s6882,Movie,Gook,Justin Chon,"Justin Chon, Simone Baker, David So, Curtiss Cook Jr., Sang Chon",US,2018-03-06,2017,18,"Dramas, Independent Movies",2017-08-18,95.0,,Inverno
s6883,Movie,Goon,Michael Dowse,"Seann William Scott, Marc-André Grondin, Alison Pill, Jay Baruchel, Liev Schreiber","CA, US",2017-08-15,2011,16,"Comedies, Sports Movies",2012-01-06,92.0,,Verão
s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Madison Iseman, Jeremy Ray Taylor, Caleel Harris, Wendi McLendon-Covey, Ken Jeong",US,2019-04-25,2018,10,"Children & Family Movies, Comedies",2018-10-11,90.0,,Primavera
s6885,Movie,Gosford Park,Robert Altman,"Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford, Charles Dance","IT, US",2019-11-01,2001,16,"Comedies, Dramas, International Movies",2001-12-26,137.0,,Verão
s6886,TV Show,Gossip Girl,Não Informado,"Sofía Sisniega, Okairy Giner, Jon Ecker, Macarena Achaga, Vadhir Derbez",MX,,2012,14,"TV Dramas, Teen TV Shows",2013-08-05,,6.0,Inverno
s6887,Movie,Gothika,Mathieu Kassovitz,"Halle Berry, Robert Downey Jr., Charles S. Dutton, John Carroll Lynch, Bernard Hill",US,2021-01-01,2003,16,"Horror Movies, Thrillers",2003-11-21,98.0,,Primavera
s6888,Movie,Gour Hari Dastaan: The Freedom File,Não Informado,Não Informado,Não Informado,2017-10-15,2015,14,"Dramas, Independent Movies, International Movies",,109.0,,Não informado
s6889,Movie,Gran Torino,Clint Eastwood,"Clint Eastwood, Christopher Carley, Bee Vang, Ahney Her, Brian Haley","US, DE",2020-10-01,2008,16,Dramas,2008-12-12,117.0,,Verão
s6890,TV Show,Grand Designs,Não Informado,Não Informado,Não Informado,2019-08-01,2017,14,"British TV Shows, International TV Shows, Reality TV",,,2.0,Não informado
s6891,TV Show,Grand Hotel,Não Informado,"Günter Bubbnik, Flavio Furno, Eugenio Franceschini, Andrea Bosca, Barbara Ronchi",IT,,2013,10,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",2015-09-01,,3.0,Primavera
s6892,Movie,Grand Masti,Indra Kumar,"Riteish Deshmukh, Vivek Oberoi, Aftab Shivdasani, Suresh Menon, Karishma Tanna",IN,2018-03-01,2013,18,"Comedies, International Movies, Music & Musicals",2013-09-13,93.0,,Primavera
s6893,Movie,Grass,Tanuj Chopra,"Pia Shah, Emily C. Chang, Anthony Ma",US,2019-02-14,2017,18,"Comedies, Independent Movies",2017-07-07,57.0,,Inverno
s6894,Movie,Grease,Randal Kleiser,"Olivia Newton-John, John Travolta, Stockard Channing, Jeff Conaway, Barry Pearl","US, GB",2019-11-01,1978,10,"Classic Movies, Comedies, Music & Musicals",1978-06-16,110.0,,Inverno
s6895,TV Show,Great Interior Design Challenge,Não Informado,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",GB,,2016,10,"British TV Shows, International TV Shows, Reality TV",2014-01-20,,2.0,Verão
s6896,TV Show,Great Yellowstone Thaw,Não Informado,Kirk Johnson,US,2017-10-01,2017,10,"Docuseries, Science & Nature TV",2017-06-21,,1.0,Inverno
s6897,Movie,Green Room,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole",US,2018-11-12,2015,16,"Horror Movies, Thrillers",2016-04-15,95.0,,Outono
s6898,Movie,Green White Green (And All the Beautiful Colours in My Mosaic of Madness),Abba Makama,"Ifeanyi Dike, Ibrahim Jammal, Samuel Abiola Robinson, Okey Uzoeshi, Crystabel Goddy",NG,2018-01-01,2016,18,"Comedies, Independent Movies, International Movies",2016-09-14,102.0,,Primavera
s6899,Movie,Gringo: The Dangerous Life of John McAfee,Nanette Burstein,"Allison Adonizio, John McAfee, Nanette Burstein",US,2018-04-01,2016,18,Documentaries,2016-09-24,97.0,,Primavera
s6900,Movie,Growing Up Coy,Eric Juhola,Não Informado,US,2017-01-06,2016,10,"Documentaries, LGBTQ Movies",2016-06-16,82.0,,Inverno
s6901,Movie,Gun Runners,Anjali Nayar,"Julius Arile, Robert Matanda",Não Informado,2017-02-01,2015,10,"Documentaries, International Movies, Sports Movies",2016-10-07,90.0,,Primavera
s6902,TV Show,Gunslinger Girl,Não Informado,Não Informado,Não Informado,,2008,14,"Anime Series, Crime TV Shows",,,2.0,Não informado
s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,"Guy Martin, Shaun Dooley",GB,2019-07-26,2015,Livre,"Documentaries, International Movies",2015-11-29,57.0,,Primavera
s6904,Movie,Héroes,Ruth Gómez,"Mateo Pona Silos, Ramiro Ismael Ludueña, Nahir Aimara Peluffo",AR,2018-08-19,2015,18,"Comedies, International Movies",2016-04-04,91.0,,Outono
s6905,Movie,Hükümet Kadin,Sermiyan Midyat,"Demet Akbağ, Sermiyan Midyat, Mahir İpek, Ercan Kesal, Gülhan Tekin",Turkey,2017-03-10,2013,18,"Comedies, International Movies",2013-02-01,100.0,,Verão
s6906,Movie,Hükümet Kadin 2,Sermiyan Midyat,"Demet Akbağ, Sermiyan Midyat, Mahir İpek, Ercan Kesal, Gülhan Tekin",Turkey,2017-03-10,2013,14,"Comedies, International Movies",2013-11-07,101.0,,Primavera
s6907,TV Show,Ha Unlimited,Não Informado,Não Informado,Não Informado,2018-05-11,2016,18,"International TV Shows, TV Comedies",,,2.0,Não informado
s6908,Movie,Haapus,Não Informado,Não Informado,Não Informado,2018-03-15,2010,14,"Comedies, Dramas, International Movies",2010-06-25,138.0,,Inverno
s6909,Movie,Hadi İnşallah,Ali Taner Baltacı,"Büşra Pekin, Murat Boz, Müjde Uzman, Şinasi Yurtsever, Cezmi Baskın",Turkey,2018-04-04,2014,14,"Comedies, International Movies, Romantic Movies",2014-11-28,95.0,,Primavera
s6910,Movie,Hairspray,Adam Shankman,"Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes","GB, US",2020-01-01,2007,10,"Children & Family Movies, Comedies, Music & Musicals",2007-07-19,116.0,,Inverno
s6911,Movie,HALO Legends,Hiroshi Yamazaki,"Luci Christian, David Wald, Emily Neves, Shelley Calene-Black, Jessie James Grelle","DE, JP, US",2017-05-01,2009,12,"Action & Adventure, Anime Features, Sci-Fi & Fantasy",2010-02-16,117.0,,Verão
s6912,Movie,Halo: The Fall of Reach,Não Informado,Não Informado,Não Informado,2016-03-07,2015,14,"Action & Adventure, Sci-Fi & Fantasy",,65.0,,Não informado
s6913,Movie,Hamara Dil Aapke Paas Hai,Satish Kaushik,"Anil Kapoor, Aishwarya Rai Bachchan, Sonali Bendre, Puru Raaj Kumar, Anupam Kher",IN,2018-03-01,2000,14,"Dramas, International Movies, Music & Musicals",2000-08-24,158.0,,Inverno
s6914,Movie,Hamburger Hill,John Irvin,"Dylan McDermott, Steven Weber, Tim Quill, Michael Boatman, Anthony Barrile",US,2019-11-23,1987,16,"Action & Adventure, Dramas",1987-08-07,110.0,,Inverno
s6915,Movie,Hamza's Suitcase,Akram Farouq,"Hamada Helal, Yosra El Lozy, Ahmed Fathy, Mohamed Tharwat, Samia Trabelsi",EG,2019-05-02,2017,14,"Comedies, International Movies",2017-08-31,79.0,,Inverno
s6916,Movie,Hangman,Johnny Martin,"Al Pacino, Karl Urban, Brittany Snow, Sarah Shahi, Joe Anderson",US,2020-05-06,2017,16,Thrillers,2017-12-22,99.0,,Verão
s6917,Movie,Hank: Five Years from the Brink,Joe Berlinger,"Henry Paulson, Wendy Paulson",Não Informado,2018-08-25,2013,14,Documentaries,2013-09-01,86.0,,Primavera
s6918,TV Show,Hannibal,Não Informado,"Mads Mikkelsen, Hugh Dancy, Laurence Fishburne, Caroline Dhavernas, Gillian Anderson",US,2020-06-06,2015,18,"TV Horror, TV Mysteries, TV Thrillers",2013-04-04,,3.0,Outono
s6919,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,"Hans Zimmer, Johnny Marr, Tina Guo, Guthrie Govan, Mike Einziger",GB,2018-03-01,2017,Livre,"International Movies, Music & Musicals",2017-10-01,138.0,,Primavera
s6920,TV Show,Happy 300 Days,Não Informado,"Tammy Chen, Kingone Wang, Xie Kun-da, Kaiser Chuang, Lei Ko",TW,2017-01-01,2013,14,"International TV Shows, Romantic TV Shows, TV Comedies",2013-03-08,,1.0,Outono
s6921,Movie,Happy Hunting,Joe Dietsch,"Martin Dingle Wall, Ken Lally, Kenny Wormald, Connor Williams, Gary Sturm",US,2018-01-01,2017,18,"Horror Movies, Independent Movies",2017-09-22,91.0,,Primavera
s6922,Movie,Happy Times,Luis Javier Henaine,"Luis Arrieta, Cassandra Ciangherotti, Miguel Rodarte, Bárbara de Regil, Humberto Busto",MX,2017-02-08,2014,Não Classificado,"Comedies, International Movies, Romantic Movies",2014-10-21,79.0,,Primavera
s6923,TV Show,Happy Valley,Não Informado,"Sarah Lancashire, Siobhan Finneran, James Norton, Rhys Connah, Charlie Murphy",GB,,2016,18,"British TV Shows, Crime TV Shows, International TV Shows",2014-04-29,,2.0,Outono
s6924,TV Show,Happyish,Não Informado,"Steve Coogan, Kathryn Hahn, Bradley Whitford, Ellen Barkin, Carrie Preston",US,2016-07-01,2015,18,"TV Comedies, TV Dramas",2015-04-26,,1.0,Outono
